ID,model.drug,drug.1,drug.2,drug.3,drug.4,drug.5,drug.6,drug.7,drug.8,drug.9,drug.10,drug.11,drug.12,drug.13,drug.14,drug.15,drug.16,drug.17,drug.18,drug.19,drug.20
ENSORLG00000010054,2.607927837,2.607927837,2.347135053,2.08634227,-2.607927837,-2.347135053,-2.08634227,0,0,2.607927837,2.347135053,-1.28060392,-0.721524759,-2.503122494,-1.521506357,3.695268763,-1.010001018,-1.908186587,1.211309939,0.979427179,-1.004923697
ENSORLG00000010154,2.914463815,2.914463815,2.623017434,2.331571052,-2.914463815,-2.623017434,-2.331571052,0,0,2.914463815,2.623017434,-1.869022662,-1.172729173,-1.245769546,0.708224834,2.319093777,1.518612876,1.041300426,-0.919610572,0.988908385,0.737440505
ENSORLG00000010177,4.758567849,4.758567849,4.282711064,3.806854279,-4.758567849,-4.282711064,-3.806854279,0,0,4.758567849,4.282711064,0.766610063,1.83617044,1.492850687,19.6153155,-1.696065342,1.83617044,-1.743991954,1.822038597,0.708533379,4.758567849
ENSORLG00000010256,-1.167560911,-1.167560911,-1.05080482,-0.934048729,1.167560911,1.05080482,0.934048729,1.167560911,1.05080482,0,0,2.319093777,-1.295766445,1.139401541,-0.83419849,1.237190883,-1.28060392,-1.598630035,2.458241809,-1.99765833,-1.010001018
ENSORLG00000010277,-0.932719672,-0.932719672,-0.839447705,-0.746175738,0.932719672,0.839447705,0.746175738,0.932719672,0.839447705,0,0,1.127299865,1.558965403,1.492850687,1.210335928,-2.161783778,2.458241809,-2.71313958,-1.331422566,-1.318283901,5.513116804
ENSORLG00000010656,1.041300426,1.041300426,0.937170383,0.833040341,-1.041300426,-0.937170383,-0.833040341,0,0,1.041300426,0.937170383,2.538961433,0.731815853,-0.721524759,1.127299865,-1.199212087,-1.154815215,0.8412495,0.849707844,2.172047145,1.521944189
ENSORLG00000010880,2.458241809,2.458241809,2.212417628,1.966593447,-2.458241809,-2.212417628,-1.966593447,0,0,2.458241809,2.212417628,-1.167560911,-1.049476395,-0.698024534,-1.55492399,-1.072542902,1.409845142,-1.040346141,-1.696065342,-0.919610572,-1.160194013
ENSORLG00000010905,-1.328010916,-1.328010916,-1.195209824,-1.062408733,1.328010916,1.195209824,1.062408733,1.328010916,1.195209824,0,0,2.458241809,1.237190883,-1.369501064,-0.721524759,1.311698393,-1.169057507,-1.853388779,-1.995716178,2.458241809,-0.750237082
ENSORLG00000011293,-2.503122494,-2.503122494,-2.252810245,-2.002497995,2.503122494,2.252810245,2.002497995,2.503122494,2.252810245,0,0,1.558965403,1.379935451,0.731815853,-1.12715594,-1.245769546,-1.487252346,-1.09124118,-1.085884242,0.737440505,1.003657714
ENSORLG00000011373,2.602912282,1.822038597,1.639834738,1.457630878,-1.822038597,-1.639834738,-1.457630878,0,0,1.822038597,1.639834737,-1.99765833,1.303589696,-1.085884242,1.241830048,1.124655097,-0.83419849,-1.898938425,-1.047050296,-0.727697352,-1.277369482
ENSORLG00000011569,-1.245769546,-1.245769546,-1.121192591,-0.996615637,1.245769546,1.121192591,0.996615637,1.245769546,1.121192591,0,0,2.914463815,-1.074719715,-0.750237082,1.041300426,1.277200887,-1.004923697,2.249589022,-1.124242624,1.281207152,-1.300915612
ENSORLG00000011733,-1.085112058,-1.085112058,-0.976600852,-0.868089646,1.085112058,0.976600852,0.868089646,1.085112058,0.976600852,0,0,1.15187696,-1.479559416,1.001007328,-1.245769546,-0.721524759,2.458241809,0.899084358,0.988908385,-0.713637423,-1.407215037
ENSORLG00000011826,1.241830048,1.241830048,1.117647043,0.993464038,-1.241830048,-1.117647043,-0.993464038,0,0,1.241830048,1.117647043,1.140276278,-0.976606557,1.379935451,-1.161551362,10.6097328,-2.71313958,-1.040379056,1.665732383,-0.919610572,-2.756724161
ENSORLG00000011996,1.074319022,0.752023315,0.676820984,0.601618652,-0.752023315,-0.676820984,-0.601618652,0,0,0.752023315,0.676820984,0.708224834,1.140276278,2.914463815,10.6097328,1.241830048,0.752023315,1.518612876,1.379935451,3.518267656,-1.869022662
ENSORLG00000012026,-1.651602983,-1.156122088,-1.040509879,-0.92489767,1.156122088,1.040509879,0.92489767,1.156122088,1.040509879,0,0,1.105830821,1.155516586,0.708224834,-3.02914148,1.393575161,1.519219538,1.303589696,-1.160194013,2.607927837,-1.99765833
ENSORLG00000012171,0.988908385,0.988908385,0.890017547,0.791126708,-0.988908385,-0.890017547,-0.791126708,0,0,0.988908385,0.890017547,-3.694833383,-0.698024534,-1.376205156,-0.919610572,-1.869022662,-1.487252346,1.211309939,3.518267656,1.302527096,1.140276278
ENSORLG00000012209,-2.103990731,-2.103990731,-1.893591658,-1.683192585,2.103990731,1.893591658,1.683192585,2.103990731,1.893591658,0,0,2.231176561,1.83617044,4.758567849,0.899084358,1.518612876,1.041300426,-2.161783778,2.249589022,-1.577555909,1.771235496
ENSORLG00000012352,-1.040379056,-1.040379056,-0.93634115,-0.832303245,1.040379056,0.93634115,0.832303245,1.040379056,0.93634115,0,0,1.521944189,3.606117351,-1.55492399,-1.261108928,-1.518764297,5.513116804,1.334991277,1.197264638,-1.995716178,2.458241809
ENSORLG00000012423,1.10161491,0.771130437,0.694017393,0.61690435,-0.771130437,-0.694017393,-0.61690435,0,0,0.771130437,0.694017393,-0.698024534,1.519219538,-1.00543918,1.220959145,-1.429686859,-0.698024534,1.379935451,-1.487252346,1.393575161,-2.503122494
ENSORLG00000012679,-0.999191994,-0.699434396,-0.629490956,-0.559547517,0.699434396,0.629490956,0.559547517,0.699434396,0.629490956,0,0,-2.103990731,1.131555942,-3.02914148,-2.103990731,-1.328010916,1.106777717,-1.168507012,-1.898938425,-1.199212087,1.302527096
ENSORLG00000012783,-2.109931583,-1.898938425,-1.709044582,-1.51915074,1.898938425,1.709044582,1.51915074,1.898938425,1.709044583,0,0,-1.743991954,-1.049476395,1.131555942,1.311698393,1.278096306,-0.976606557,1.519219538,1.658928432,1.211309939,2.260833498
ENSORLG00000012848,-1.514094845,-1.514094845,-1.362685361,-1.211275876,1.514094845,1.362685361,1.211275876,1.514094845,1.362685361,0,0,1.492850687,-1.170443544,1.303589696,-1.429686859,-1.407215037,2.538961433,0.8412495,-1.191207844,-3.555518723,-0.713637423
ENSORLG00000012895,1.709470703,1.709470703,1.538523633,1.367576562,-1.709470703,-1.538523633,-1.367576562,0,0,1.709470703,1.538523633,-1.622740139,0.771130437,-2.632268215,-1.169057507,-1.330820768,1.277200887,-1.940684967,2.231176561,1.409845142,-1.696065342
ENSORLG00000012958,-1.199212087,-1.199212087,-1.079290878,-0.95936967,1.199212087,1.079290878,0.95936967,1.199212087,1.079290878,0,0,1.334991277,-1.608115806,-1.167560911,0.711339664,1.124655097,-1.696065342,-0.932719672,-1.261108928,0.766610063,-1.842392465
ENSORLG00000012977,-1.995716178,-1.995716178,-1.79614456,-1.596572942,1.995716178,1.79614456,1.596572942,1.995716178,1.79614456,0,0,-1.407215037,-1.277369482,-1.743991954,2.458241809,0.708224834,-1.053794161,4.758567849,0.708533379,1.492850687,-1.226372272
ENSORLG00000013017,-1.09124118,-1.09124118,-0.982117062,-0.872992944,1.09124118,0.982117062,0.872992944,1.09124118,0.982117062,0,0,1.041300426,-1.331422566,-1.220478186,1.393575161,1.379935451,-1.898938425,-1.92952505,-2.756724161,-0.713637423,-1.867961118
ENSORLG00000013074,-1.487252346,-1.487252346,-1.338527111,-1.189801877,1.487252346,1.338527111,1.189801877,1.487252346,1.338527111,0,0,-1.170443544,-1.622740139,0.899084358,-1.55492399,-1.285994943,-1.318283901,-1.188508895,-1.318283901,-2.503122494,2.538961433
ENSORLG00000013345,-1.676405013,-1.173483509,-1.056135158,-0.938786807,1.173483509,1.056135158,0.938786807,1.173483509,1.056135158,0,0,1.332499166,5.928585667,-1.940684967,-1.158105883,0.979427179,-1.479569174,-1.458453984,-1.168507012,-1.199212087,-1.357057899
ENSORLG00000013456,-1.657420018,-1.160194013,-1.044174611,-0.92815521,1.160194013,1.044174611,0.92815521,1.160194013,1.044174612,0,0,-6.022027801,-1.300915612,1.237190883,-1.199212087,3.895750038,0.731815853,0.708224834,1.709470703,10.6097328,1.354343409
ENSORLG00000013461,-1.168507012,-1.168507012,-1.051656311,-0.93480561,1.168507012,1.051656311,0.93480561,1.168507012,1.051656311,0,0,-1.124242624,2.458241809,-1.330820768,0.711339664,-1.085884242,-0.698024534,2.172047145,-1.160194013,1.08238406,-1.226372272
ENSORLG00000013462,-1.654436976,-1.158105883,-1.042295295,-0.926484707,1.158105883,1.042295295,0.926484707,1.158105883,1.042295295,0,0,-1.479569174,1.519219538,1.821029859,2.538961433,-1.608115806,-2.503122494,-0.698024534,1.354343409,-1.12715594,3.895750038
ENSORLG00000013488,1.795967144,1.257177001,1.131459301,1.005741601,-1.257177001,-1.131459301,-1.005741601,0,0,1.257177001,1.131459301,-0.713637423,1.277200887,4.745564723,-3.694833383,-0.976606557,1.197264638,-1.765051595,-1.477197185,0.737440505,1.041300426
ENSORLG00000013560,-1.124242624,-1.124242624,-1.011818362,-0.899394099,1.124242624,1.011818362,0.899394099,1.124242624,1.011818362,0,0,1.124655097,2.231176561,0.737440505,-1.030792175,0.752023315,-1.085112058,1.521944189,1.330707173,1.210335928,1.080055662
ENSORLG00000013629,-1.013999205,-0.709799444,-0.638819499,-0.567839555,0.709799444,0.638819499,0.567839555,0.709799444,0.6388195,0,0,-0.698024534,1.379935451,-0.721524759,-0.976606557,0.899084358,0.763290707,1.310133038,-1.285994943,-3.555518723,-1.679050651
ENSORLG00000013692,1.901010247,1.330707173,1.197636456,1.064565738,-1.330707173,-1.197636456,-1.064565738,0,0,1.330707173,1.197636456,1.149762642,1.665732383,-3.694833383,-1.167560911,1.821029859,1.155516586,0.849707844,1.080055662,-1.226372272,2.914463815
ENSORLG00000013712,-1.154815215,-1.154815215,-1.039333694,-0.923852172,1.154815215,1.039333694,0.923852172,1.154815215,1.039333694,0,0,-2.503122494,-0.976606557,0.766610063,-1.199212087,-2.756724161,1.15187696,-1.842392465,2.458241809,-1.049476395,-2.969292023
ENSORLG00000013773,1.278096306,1.278096306,1.150286675,1.022477045,-1.278096306,-1.150286675,-1.022477045,0,0,1.278096306,1.150286675,0.731815853,-1.331422566,3.895750038,0.708533379,2.319093777,-1.124242624,1.192745907,-1.188508895,1.124655097,-1.085112058
ENSORLG00000014007,-1.479569174,-1.479569174,-1.331612257,-1.183655339,1.479569174,1.331612257,1.183655339,1.479569174,1.331612257,0,0,0.708224834,1.124655097,0.899084358,-1.160194013,-1.300915612,-0.727697352,0.8412495,2.249589022,-1.99765833,1.379935451
ENSORLG00000014358,1.207620635,1.207620635,1.086858572,0.966096508,-1.207620635,-1.086858572,-0.966096508,0,0,1.207620635,1.086858572,-1.12715594,1.83617044,-1.172729173,1.83617044,1.303546262,-1.940684967,1.211309939,19.6153155,-1.330820768,-1.458453984
ENSORLG00000014572,1.284406226,0.899084358,0.809175922,0.719267487,-0.899084358,-0.809175922,-0.719267487,0,0,0.899084358,0.809175922,1.277200887,-3.02914148,-0.727697352,-0.709799444,-0.750237082,-3.555518723,-0.83419849,1.149762642,-0.750237082,3.518267656
ENSORLG00000014802,-1.313729389,-0.919610572,-0.827649515,-0.735688458,0.919610572,0.827649515,0.735688458,0.919610572,0.827649515,0,0,-2.103990731,-1.199212087,0.988908385,1.192745907,0.737440505,1.332499166,-0.750237082,3.518267656,-1.285994943,1.821029859
ENSORLG00000014854,-1.097226668,-1.097226668,-0.987504001,-0.877781334,1.097226668,0.987504001,0.877781334,1.097226668,0.987504001,0,0,1.257177001,0.8412495,1.789683969,-1.995716178,-2.71313958,-1.161551362,6.740047011,-1.458453984,1.106777717,-1.847416909
ENSORLG00000014926,1.492850687,1.492850687,1.343565618,1.19428055,-1.492850687,-1.343565618,-1.19428055,0,0,1.492850687,1.343565618,-2.71313958,-1.99765833,-1.92952505,-1.169057507,0.988908385,6.740047011,-1.277369482,1.106777717,-1.608115806,-0.954442565
ENSORLG00000015001,-1.847416909,-1.847416909,-1.662675218,-1.477933527,1.847416909,1.662675218,1.477933527,1.847416909,1.662675218,0,0,1.210335928,-1.053794161,1.658928432,-1.330820768,-1.608115806,3.695268763,1.139401541,-0.954442565,-2.632268215,-1.188508895
ENSORLG00000015051,-2.853797614,-1.99765833,-1.797892497,-1.598126664,1.99765833,1.797892497,1.598126664,1.99765833,1.797892497,0,0,5.928585667,1.001007328,-2.756724161,-0.976606557,-1.898938425,-1.161551362,-1.226372272,-1.952889373,-1.995716178,1.409845142
ENSORLG00000015052,-3.694833383,-3.694833383,-3.325350045,-2.955866706,3.694833383,3.325350045,2.955866706,3.694833383,3.325350045,0,0,-1.842392465,-1.245769546,1.080055662,1.277200887,-1.429686859,-1.220478186,1.709470703,1.139401541,-1.226372272,-1.908186587
ENSORLG00000015055,-2.647698256,-1.853388779,-1.668049901,-1.482711023,1.853388779,1.668049901,1.482711023,1.853388779,1.668049901,0,0,2.341537365,-2.503122494,-1.842392465,1.277200887,1.311698393,-1.053794161,3.606117351,1.334991277,-1.158105883,0.766610063
ENSORLG00000015345,1.210335928,1.210335928,1.089302335,0.968268742,-1.210335928,-1.089302335,-0.968268742,0,0,1.210335928,1.089302335,-1.765051595,2.607927837,-1.097226668,-0.698024534,1.332499166,-1.318283901,6.740047011,1.303546262,1.518612876,-1.625890196
ENSORLG00000015462,1.011749763,0.708224834,0.637402351,0.566579867,-0.708224834,-0.637402351,-0.566579867,0,0,0.708224834,0.637402351,-2.632268215,1.388757788,-0.721524759,-1.085112058,-1.085884242,-1.55492399,1.277200887,2.319093777,1.797581852,-1.010001018
ENSORLG00000015481,-1.690562619,-1.521506357,-1.369355721,-1.217205086,1.521506357,1.369355721,1.217205086,1.521506357,1.369355721,0,0,-1.161551362,1.124655097,1.149762642,3.518267656,-1.952889373,0.752023315,-1.577555909,-1.995716178,-1.172729173,2.231176561
ENSORLG00000015618,-1.363489379,-0.954442565,-0.858998309,-0.763554052,0.954442565,0.858998309,0.763554052,0.954442565,0.858998309,0,0,-0.709799444,1.278096306,-2.632268215,-1.908186587,1.257177001,-0.932719672,1.330707173,0.8412495,-1.188508895,1.220959145
ENSORLG00000015645,1.344549892,1.344549892,1.210094903,1.075639914,-1.344549892,-1.210094903,-1.075639914,0,0,1.344549892,1.210094903,1.105830821,-1.285994943,-0.713637423,1.90561803,-2.756724161,-2.161783778,-1.648434395,-1.191207844,-1.699185907,-1.898938425
ENSORLG00000015663,1.201785,0.8412495,0.75712455,0.6729996,-0.8412495,-0.75712455,-0.6729996,0,0,0.8412495,0.75712455,-1.518764297,-1.161551362,5.513116804,-1.699185907,1.83617044,-1.318283901,1.797581852,1.379935451,-1.376205156,0.988908385
ENSORLG00000015690,5.513116804,5.513116804,4.961805124,4.410493443,-5.513116804,-4.961805124,-4.410493443,0,0,5.513116804,4.961805124,1.409845142,-2.632268215,4.745564723,1.709470703,1.080055662,-1.357057899,-2.71313958,-1.295766445,1.332499166,1.105830821
ENSORLG00000015785,-1.010001018,-1.010001018,-0.909000916,-0.808000814,1.010001018,0.909000916,0.808000814,1.010001018,0.909000916,0,0,0.708224834,-1.215887995,-1.867961118,1.303546262,2.889998816,-1.477197185,1.310133038,0.708533379,-1.487252346,-0.698024534
ENSORLG00000015824,-1.07176726,-0.750237082,-0.675213374,-0.600189666,0.750237082,0.675213374,0.600189666,0.750237082,0.675213374,0,0,-0.721524759,1.521944189,-1.172729173,-1.040346141,1.001007328,2.231176561,-1.577555909,1.888139001,1.003657714,-0.698024534
ENSORLG00000015893,-1.277369482,-1.277369482,-1.149632534,-1.021895586,1.277369482,1.149632534,1.021895586,1.277369482,1.149632534,0,0,-1.172729173,-1.004923697,1.558965403,1.888139001,-0.750237082,-2.103990731,-2.71313958,1.08238406,2.914463815,1.50220811
ENSORLG00000015951,-1.69786985,-1.188508895,-1.069658006,-0.950807116,1.188508895,1.069658006,0.950807116,1.188508895,1.069658006,0,0,0.766610063,1.821029859,-1.479559416,1.558965403,-2.71313958,-1.521506357,-1.004923697,-1.215887995,1.50220811,-3.694833383
ENSORLG00000015952,1.003657714,1.003657714,0.903291943,0.802926171,-1.003657714,-0.903291943,-0.802926171,0,0,1.003657714,0.903291943,-1.898938425,0.752023315,-1.743991954,-1.047050296,-1.277369482,-1.285994943,1.388757788,-1.65721593,-1.004923697,1.311698393
ENSORLG00000016164,3.895750038,3.895750038,3.506175034,3.11660003,-3.895750038,-3.506175034,-3.11660003,0,0,3.895750038,3.506175034,-1.295766445,1.888139001,-1.010001018,2.914463815,7.661778098,1.302527096,1.080055662,0.771130437,-3.694833383,1.344549892
ENSORLG00000016829,1.302527096,1.302527096,1.172274386,1.042021677,-1.302527096,-1.172274386,-1.042021677,0,0,1.302527096,1.172274386,2.889998816,-2.103990731,1.237190883,0.8412495,-0.932719672,-1.030792175,-1.050429282,-1.300915612,-0.699434396,1.310133038
ENSORLG00000016946,-1.040346141,-1.040346141,-0.936311527,-0.832276913,1.040346141,0.936311527,0.832276913,1.040346141,0.936311527,0,0,1.140276278,0.731815853,1.771235496,-3.02914148,-1.550416294,-1.514094845,1.311698393,-1.625890196,0.766610063,2.260833498
ENSORLG00000017099,1.131555942,1.131555942,1.018400348,0.905244754,-1.131555942,-1.018400348,-0.905244754,0,0,1.131555942,1.018400348,0.731815853,-0.727697352,0.8412495,-1.167560911,-1.369501064,-1.040379056,1.155516586,10.6097328,-1.040379056,0.737440505
ENSORLG00000017109,-2.221319985,-1.55492399,-1.399431591,-1.243939192,1.55492399,1.399431591,1.243939192,1.55492399,1.399431591,0,0,1.15187696,0.763290707,1.665732383,1.334991277,-1.191207844,-1.487252346,1.658928432,-1.786564216,-1.786564216,-1.154815215
ENSORLG00000017153,4.972478204,4.972478204,4.475230384,3.977982563,-4.972478204,-4.475230384,-3.977982563,0,0,4.972478204,4.475230384,1.771235496,-4.543443231,1.90561803,1.08238406,1.330707173,1.207620635,1.334991277,-1.699185907,-3.694833383,1.140276278
ENSORLG00000017168,-1.072542902,-1.072542902,-0.965288612,-0.858034322,1.072542902,0.965288612,0.858034322,1.072542902,0.965288612,0,0,-1.743991954,-1.097226668,-1.598630035,1.300259843,2.341537365,-1.357057899,-1.492370043,-0.727697352,1.237190883,-1.622740139
ENSORLG00000017172,1.558965403,1.558965403,1.403068863,1.247172322,-1.558965403,-1.403068863,-1.247172322,0,0,1.558965403,1.403068863,-1.518764297,-1.277369482,-1.622740139,-1.492370043,1.211309939,1.15187696,3.518267656,1.302527096,1.310133038,3.895750038
ENSORLG00000017233,-1.039567646,-0.727697352,-0.654927617,-0.582157882,0.727697352,0.654927617,0.582157882,0.727697352,0.654927617,0,0,1.127299865,1.330707173,1.300259843,1.354343409,0.979427179,-1.847416909,-0.713637423,1.210335928,1.303546262,1.330707173
ENSORLG00000017257,1.192745907,1.192745907,1.073471316,0.954196726,-1.192745907,-1.073471316,-0.954196726,0,0,1.192745907,1.073471316,-1.518764297,-1.908186587,0.763290707,1.15187696,-1.842392465,-1.518764297,1.106777717,1.822038597,-1.172729173,-1.173483509
ENSORLG00000017411,2.319093777,2.319093777,2.087184399,1.855275022,-2.319093777,-2.087184399,-1.855275022,0,0,2.319093777,2.087184399,1.558965403,-1.245769546,2.231176561,-1.847416909,1.302527096,-0.976606557,1.124655097,-1.550416294,-1.00543918,-1.219047331
ENSORLG00000017658,-1.477197185,-1.477197185,-1.329477467,-1.181757748,1.477197185,1.329477467,1.181757748,1.477197185,1.329477467,0,0,-1.167560911,-1.55492399,-1.952889373,-1.869022662,6.740047011,-1.220478186,-1.00543918,-1.010001018,-1.479569174,-1.226372272
ENSORLG00000017942,2.341537365,2.341537365,2.107383629,1.873229892,-2.341537365,-2.107383629,-1.873229892,0,0,2.341537365,2.107383629,2.914463815,-1.908186587,1.821029859,0.766610063,10.6097328,0.711339664,-1.172729173,-1.577555909,-1.170443544,-1.172729173
ENSORLG00000017946,1.789683969,1.789683969,1.610715572,1.431747175,-1.789683969,-1.610715572,-1.431747175,0,0,1.789683969,1.610715572,-1.952889373,6.740047011,0.711339664,1.409845142,19.6153155,1.771235496,1.105830821,-1.300915612,-1.477197185,1.192745907
ENSORLG00000018160,2.249589022,2.249589022,2.02463012,1.799671218,-2.249589022,-2.02463012,-1.799671218,0,0,2.249589022,2.02463012,1.124655097,-1.040346141,1.518612876,-4.543443231,2.914463815,1.080055662,-1.598630035,2.341537365,-1.215887995,1.393575161
ENSORLG00000018261,-2.427408438,-1.699185907,-1.529267316,-1.359348725,1.699185907,1.529267316,1.359348725,1.699185907,1.529267316,0,0,2.341537365,1.277200887,1.888139001,-1.696065342,-1.598630035,-1.479559416,-1.477197185,3.518267656,1.822038597,1.241830048
ENSORLG00000018272,-1.331422566,-1.331422566,-1.198280309,-1.065138053,1.331422566,1.198280309,1.065138053,1.331422566,1.198280309,0,0,-1.169057507,19.6153155,-1.521506357,-1.12715594,1.197264638,-1.518764297,-1.479569174,-1.085112058,1.257177001,-1.170443544
ENSORLG00000018315,2.172047145,2.172047145,1.954842431,1.737637716,-2.172047145,-1.954842431,-1.737637716,0,0,2.172047145,1.954842431,10.6097328,1.155516586,-1.995716178,-2.503122494,-1.074719715,1.106777717,-1.743991954,1.354343409,-1.429686859,19.6153155
ENSORLG00000018417,1.821029859,1.821029859,1.638926873,1.456823887,-1.821029859,-1.638926873,-1.456823887,0,0,1.821029859,1.638926873,0.766610063,4.745564723,1.658928432,-3.694833383,-1.328010916,1.281207152,2.914463815,-1.053794161,-2.632268215,-1.053794161
ENSORLG00000018470,1.518612876,1.518612876,1.366751588,1.214890301,-1.518612876,-1.366751588,-1.214890301,0,0,1.518612876,1.366751588,-1.99765833,-1.245769546,-1.577555909,-1.434315856,-1.331422566,-1.040346141,-1.55492399,-1.550416294,1.354343409,0.771130437
ENSORLG00000018566,-1.161551362,-1.161551362,-1.045396226,-0.92924109,1.161551362,1.045396226,0.92924109,1.161551362,1.045396226,0,0,-0.698024534,2.538961433,-1.040346141,-1.085112058,-1.514094845,-1.219047331,1.888139001,1.237190883,-3.02914148,-1.245769546
ENSORLG00000018575,-1.376205156,-1.376205156,-1.23858464,-1.100964125,1.376205156,1.23858464,1.100964125,1.376205156,1.23858464,0,0,0.708533379,0.763290707,4.745564723,1.558965403,1.354343409,-1.085884242,-1.050429282,0.8412495,-2.503122494,1.131555942
ENSORLG00000018596,-1.030792175,-1.030792175,-0.927712958,-0.82463374,1.030792175,0.927712958,0.82463374,1.030792175,0.927712958,0,0,-1.219047331,1.192745907,-1.154815215,-0.721524759,1.332499166,-1.277369482,-1.030792175,1.001007328,-0.709799444,1.197264638
ENSORLG00000018598,1.281207152,1.281207152,1.153086437,1.024965722,-1.281207152,-1.153086437,-1.024965722,0,0,1.281207152,1.153086437,-1.908186587,-1.191207844,0.752023315,2.607927837,1.303546262,-1.679050651,2.458241809,-1.173483509,1.300259843,-2.161783778
ENSORLG00000018856,1.15187696,1.15187696,1.036689264,0.921501568,-1.15187696,-1.036689264,-0.921501568,0,0,1.15187696,1.036689264,2.889998816,1.518612876,1.149762642,-1.898938425,-1.898938425,1.140276278,2.458241809,-1.004923697,-1.625890196,1.044457754
ENSORLG00000018864,3.518267656,3.518267656,3.16644089,2.814614125,-3.518267656,-3.16644089,-2.814614125,0,0,3.518267656,3.16644089,1.409845142,1.379935451,-1.170443544,4.745564723,1.139401541,-1.853388779,-1.65721593,-1.55492399,-1.040379056,1.149762642
ENSORLG00000019009,1.83617044,1.83617044,1.652553396,1.468936352,-1.83617044,-1.652553396,-1.468936352,0,0,1.83617044,1.652553396,0.763290707,1.207620635,0.737440505,-1.173483509,-1.577555909,-1.124242624,1.90561803,-1.158105883,-0.709799444,-0.83419849
ENSORLG00000019087,-1.787108574,-1.429686859,-1.286718173,-1.143749487,1.429686859,1.286718173,1.143749487,1.429686859,1.286718173,0,0,-1.199212087,1.303546262,4.745564723,-1.328010916,1.822038597,1.041300426,0.763290707,1.393575161,1.237190883,2.914463815
ENSORLG00000019168,1.110758895,0.777531227,0.699778104,0.622024981,-0.777531227,-0.699778104,-0.622024981,0,0,0.777531227,0.699778104,-1.357057899,-2.103990731,2.889998816,-1.010001018,-0.932719672,1.001007328,0.737440505,-1.161551362,5.928585667,1.771235496
ENSORLG00000019174,1.409845142,1.409845142,1.268860628,1.127876114,-1.409845142,-1.268860628,-1.127876114,0,0,1.409845142,1.268860628,-1.09124118,-6.022027801,-1.608115806,-2.756724161,-1.004923697,-1.995716178,2.249589022,1.192745907,-1.261108928,-1.188508895
ENSORLG00000019182,1.080055662,1.080055662,0.972050096,0.86404453,-1.080055662,-0.972050096,-0.86404453,0,0,1.080055662,0.972050096,1.278096306,1.558965403,-2.756724161,-1.518764297,-1.285994943,-1.625890196,0.849707844,-1.842392465,5.513116804,-1.99765833
ENSORLG00000019328,-1.285994943,-1.285994943,-1.157395449,-1.028795954,1.285994943,1.157395449,1.028795954,1.285994943,1.157395449,0,0,-1.407215037,1.241830048,-1.847416909,-4.543443231,7.661778098,1.300259843,1.521944189,-1.168507012,1.302527096,-0.919610572
ENSORLG00000019336,-1.215887995,-1.215887995,-1.094299196,-0.972710396,1.215887995,1.094299196,0.972710396,1.215887995,1.094299196,0,0,1.303589696,-1.161551362,-1.074719715,-1.625890196,-1.261108928,-1.908186587,-1.161551362,-1.407215037,10.6097328,-1.514094845
ENSORLG00000019338,5.928585667,5.928585667,5.3357271,4.742868534,-5.928585667,-5.3357271,-4.742868534,0,0,5.928585667,5.3357271,-1.867961118,3.518267656,1.409845142,-1.842392465,3.695268763,1.237190883,1.492850687,-1.295766445,-1.518764297,1.709470703
ENSORLG00000019355,7.661778098,7.661778098,6.895600288,6.129422478,-7.661778098,-6.895600288,-6.129422478,0,0,7.661778098,6.895600288,-1.053794161,-1.167560911,-1.154815215,4.758567849,-0.979438104,1.521944189,1.409845142,-1.170443544,5.928585667,-1.191207844
ENSORLG00000019564,-2.725980838,-1.908186587,-1.717367928,-1.526549269,1.908186587,1.717367928,1.526549269,1.908186587,1.717367928,0,0,-1.330820768,1.003657714,1.211309939,-1.429686859,-1.004923697,5.928585667,-1.331422566,-1.030792175,-6.022027801,-1.648434395
ENSORLG00000019576,-2.756724161,-2.756724161,-2.481051745,-2.205379329,2.756724161,2.481051745,2.205379329,2.756724161,2.481051745,0,0,3.734903128,-1.28060392,1.797581852,-1.479569174,0.849707844,1.277200887,-1.167560911,1.139401541,1.90561803,1.044457754
ENSORLG00000019589,-2.969292023,-2.969292023,-2.672362821,-2.375433618,2.969292023,2.672362821,2.375433618,2.969292023,2.672362821,0,0,-1.369501064,0.763290707,-1.318283901,1.237190883,0.849707844,2.172047145,-1.097226668,-1.261108928,-2.103990731,1.665732383
ENSORLG00000019686,1.658928432,1.658928432,1.493035589,1.327142746,-1.658928432,-1.493035589,-1.327142746,0,0,1.658928432,1.493035589,6.740047011,-1.679050651,-1.679050651,3.518267656,0.899084358,-1.479569174,-1.219047331,-1.00543918,1.127299865,3.734903128
ENSORLG00000019728,19.6153155,19.6153155,17.65378395,15.6922524,-19.6153155,-17.65378395,-15.6922524,0,0,19.6153155,17.65378395,-1.173483509,-1.369501064,-1.124242624,1.15187696,-1.696065342,-1.173483509,-1.330820768,1.278096306,-1.277369482,1.771235496
ENSORLG00000019792,1.705635001,1.705635001,1.535071501,1.364508001,-1.705635001,-1.535071501,-1.364508001,0,0,1.705635001,1.535071501,-2.756724161,-1.622740139,-1.622740139,1.139401541,-1.577555909,-1.622740139,1.044457754,1.388757788,-1.376205156,2.260833498
